142.5182,70.4042,75.7462,81.8756,117.3036,73.1016,93.004,48.1565,32.8807,79.6725,114.3189,40.4317,65.7424,48.1816,67.2894,17.7489,21.2404,36.4187,76.9063,35.9804,70.5255,67.3647,32.3387,17.8371,159.4802,52.8897,97.1591,55.21,74.9613
142.4801,70.5855,76.1508,80.9767,118.372,72.9399,93.0115,48.527,32.4859,79.6725,114.2201,40.3994,65.3303,48.0217,67.0015,17.6428,21.3062,36.3263,76.0665,36.0572,70.4486,67.7852,32.183,17.7011,159.9004,52.9993,96.9752,55.39,74.8133
142.4839,70.7171,76.5885,81.1295,119.4489,72.9804,92.9444,48.9509,32.3763,79.3359,114.5574,40.5125,65.4353,48.7539,66.8152,17.4229,21.2157,36.3124,76.2659,35.8671,70.0216,67.481,31.8977,17.7891,161.9388,52.9564,96.0971,55.24,75.06
144.7616,70.5883,78.1326,81.534,120.5941,72.1156,93.3317,48.9221,32.4785,79.7136,113.661,40.7226,65.9202,48.998,66.7644,17.3961,21.1663,36.0352,75.6466,36.1083,69.9703,69.1898,31.5518,17.9331,161.8047,52.9087,97.6608,55.12,74.9613
144.0525,70.2017,78.1161,80.7891,120.8505,72.5924,92.6912,48.494,32.2546,78.5887,113.2909,40.5125,65.5727,50.018,66.4765,17.3834,21.1499,36.0121,74.9933,36.2569,69.9874,68.4115,31.2492,17.8931,159.9451,53.1207,97.7528,57.13,74.6817
144.1152,69.4471,78.7602,81.0505,121.8078,72.5763,91.9167,48.5681,31.9036,79.1142,113.0277,40.3994,65.2899,52.3812,66.3834,17.4248,21.0183,35.7857,74.8364,35.8431,69.9874,68.2147,31.0503,17.8531,160.106,53.4828,99.4754,57.01,75.2081
143.408,69.4931,78.4258,80.717,122.0471,73.2228,91.4847,48.3706,32.1349,79.0074,112.8303,40.456,65.3626,51.6154,66.6543,17.2317,21.2651,35.7349,74.7558,35.5328,70.0728,68.2683,31.2578,17.8291,159.7752,53.0588,99.5089,57.04,74.6899
142.1759,69.1434,78.4382,80.2123,121.483,73.7562,90.0399,48.2965,32.0073,78.6872,112.7234,43.1789,65.0475,51.4933,66.0193,17.2859,21.3802,35.5363,74.2722,35.2816,70.1497,67.1052,31.1454,18.2612,159.4086,53.403,99.2831,57.37,74.3938
141.779,68.6372,78.3639,78.8153,121.1069,73.3117,89.1835,48.2224,31.8398,78.3341,113.0112,42.9042,65.3868,50.8243,66.0447,17.4207,21.8409,34.8063,74.3995,34.8974,69.6013,66.5147,31.0244,18.0212,158.6934,53.0374,98.6225,57.68,73.6042
143.4688,69.1157,78.6695,79.7887,120.577,75.3241,89.4218,49.1032,31.8558,78.5558,114.1709,42.7426,65.5929,50.8832,66.1293,17.8499,22.3084,34.9865,74.654,35.7434,69.5518,66.9799,31.8112,18.4053,160.6961,53.5733,99.4671,59.85,74.1553
143.7274,68.4715,78.5194,79.5273,120.8933,75.5398,88.8408,49.2431,31.7601,79.0731,113.9077,42.8071,65.3141,50.5129,65.5959,17.7431,21.9972,34.8248,74.5352,35.954,69.5091,66.962,31.9928,18.3332,159.8467,53.3018,100.0859,59.65,74.2375
145.1115,68.6832,78.5868,84.3761,120.5087,75.0517,89.6526,48.7575,31.7042,78.9335,114.1133,42.5406,65.1606,50.496,65.0455,17.5908,21.2733,34.5291,74.0602,35.9761,69.4835,65.4231,31.8458,18.2292,158.4967,55.3266,99.9688,59.91,74.3938
144.7921,68.9133,78.529,83.556,121.7565,74.7162,90.0325,48.1071,31.8398,78.7939,114.2778,42.2174,65.2252,50.0163,64.6814,17.5271,21.2239,34.4644,73.1864,36.1313,69.6116,65.8705,31.8372,18.3652,156.9858,56.0984,100.3451,61.07,74.8708
139.5522,69.4195,78.0748,82.3933,123.5607,73.8803,89.9357,48.0166,31.9754,78.2684,113.077,41.9992,65.0344,50.8243,64.419,17.7571,21.01,34.215,72.1644,35.108,69.0222,66.1478,31.4048,18.3652,156.1364,55.6982,104.0746,61.45,75.0518
139.7195,68.9777,77.4555,81.5552,122.9787,72.4632,89.2579,47.0041,31.6165,78.7857,111.572,41.8134,64.2935,49.6376,63.6061,17.732,20.7715,33.8084,71.5745,35.3629,68.5866,65.9331,31.2405,18.2852,154.1516,55.3432,103.8739,60.15,74.6076
139.0306,68.3151,76.4729,80.5449,120.0557,71.5782,87.9844,46.3949,31.3054,78.7939,109.9847,42.1527,66.5161,49.2673,63.6061,17.7039,20.7229,33.5682,70.4377,35.8394,68.3304,65.2441,32.4684,18.0372,151.9523,54.0641,102.5276,59.56,74.7721
136.6243,67.1003,74.9452,79.1037,118.3378,75.0924,87.3216,45.9298,31.0901,77.7429,107.4022,43.7122,64.5581,48.6277,62.9711,17.6778,20.5576,33.3834,70.5395,35.7323,67.6215,64.5999,31.8977,17.6931,149.8423,52.8992,100.2029,58.67,74.8215
135.7117,67.1831,74.8131,78.572,118.0216,75.3852,87.1577,46.3757,31.1659,77.7101,106.9252,42.8928,64.7413,48.7876,63.8432,16.4096,20.6028,33.7946,70.8959,35.3703,67.4165,64.7431,31.4654,17.605,148.9036,52.9683,101.9088,59.43,75.0024
