4546489,5200881,5919590,5111670,3366659,4897953,4540272,15625610,12698620,2925793,3052084,7886546,6981721,5370601,6878029,8380216,31833240,2659326,1543919,9271213,4253436,3066950,30632030,44375850,1982098,2663507,2528751,2730161,1744207
4063215,4060736,5637595,3888454,3177366,3722008,3505979,14214120,10403420,2965331,2133336,6434958,6925572,4261493,4957431,14006710,27796750,2798497,1448583,12024205,3897892,3206426,31134800,36328130,2147404,1952444,2075831,1968714,1472508
4067790,6816193,7443515,2844727,4196459,5233856,4252322,17550720,11036320,5022725,2712055,9931355,7208223,5842676,7280241,14733190,28681270,3022912,1763642,16067411,11188820,3424534,43602750,34149310,2954002,2144435,2838138,2532705,1955777
5932330,4494883,11063310,4039504,4238531,3512057,4563298,17851180,11872190,4881787,2525529,9995822,7158171,5804077,5012324,11453270,19665090,3384488,1818280,17619520,4630919,6542473,35661130,37368390,2734679,2044506,3632360,2787249,1573704
4603156,10885890,9096729,3880202,4236027,4421600,8281269,14678570,15330580,7653903,3122674,13692840,13450960,10367330,5953917,9165487,29612220,3448868,2627726,13120539,4662272,6172225,59951110,38356570,2208643,2121795,2480984,7029682,2645316
4321330,8052872,7944629,3469242,4052457,4466432,5643535,13242480,14070170,7708989,2539947,9323902,10833860,15062260,5916285,9966114,20874530,3131647,1687224,14603380,4966037,6291462,36516280,31794030,2149378,2096555,3399974,4968121,1812595
4022381,6219035,6697422,2901581,4549513,5415968,8127474,12694860,13290030,5512233,3254279,8143077,8448328,7371824,5181339,10890790,30588760,2553996,1863039,11454003,4980999,6632150,40548810,30318610,2506533,1607390,3053087,3517533,2998751
5784692,8232759,9589234,5640988,4462396,5213594,6504227,20711410,14091620,5753201,2633378,37291270,9360768,5422026,6157850,13516060,40271470,4131164,2215800,18809936,6952443,5248679,45901890,59599790,2823792,3388588,3703890,5306518,2477592
4619224,5996523,7567332,4777884,8441636,3712074,6904554,30272420,12801090,3842151,2479670,21190700,8737136,5759643,4088200,11868930,74112780,3904227,2034234,19270848,5217305,5783945,41613260,44300230,2208751,2712868,2541192,4924572,2901414
4816491,7283898,7390637,4494891,3030833,10121880,5829299,35186610,12844820,3560610,3025917,10488030,8221868,6321660,4992411,13984080,58266790,2926245,2063936,21773242,5196781,7043329,44800170,61759070,3540187,2822037,3063385,8745490,2471085
4770018,5597443,8401067,3326143,3062921,4771031,5041117,21689440,11063080,5057978,1792677,7769617,11673310,6523067,7201533,8187574,48635390,2423998,1412082,14193664,4871229,8892825,38013790,38909520,4712189,3378544,2552154,5644710,1638726
7644597,6624811,13714350,14989940,3382710,6833391,7199704,20997820,13992700,5975343,2327911,16758750,13629810,6007017,11440700,15237260,111755800,4925927,2931474,16016078,6177964,5551269,46267460,44349140,3451020,9586108,4009990,4333281,2600565
11013900,7507126,16367790,7954644,3239605,5544283,5602288,19548040,17577670,6462627,2705741,11035460,13215480,4611365,8970971,11699570,42208040,6573419,6092117,33197212,6932848,6379271,31565080,33422640,5141007,4937389,3072710,6130833,2502711
13796110,6795108,8875501,3848666,4388662,4787311,4976692,15433450,9841691,4976376,2118766,10653630,8455602,7444675,5853718,13563100,48749670,3712004,3080933,18012432,5821612,4864692,21904030,30700110,2476858,1813545,5086176,3515857,2735953
6973870,6280851,9322318,5260851,4491351,5014830,6205767,26234590,14828090,7146006,2720254,15877820,12667720,3679164,6006330,14400510,40239270,4752558,4141762,22653340,6386966,5050323,43859820,37013600,3977676,3415639,3534815,4875732,4178577
6933359,7337759,10658040,6360440,5866119,8107865,7130368,27062440,16522750,6947650,3783630,18328520,20176100,6552555,9417381,15420450,35167470,4614050,3804960,25796084,7120460,5636966,77038730,41238540,4174550,4018273,5057719,4806744,5028990
