140.8451,69.852,75.1517,80.3474,115.8165,72.1964,92.1327,47.7239,32.3104,79.0383,113.1757,39.8338,64.902,47.5673,66.468,17.5893,20.9525,36.0029,75.4769,35.7794,69.8678,66.6668,32.0793,17.533,157.6742,52.287,95.378,54.4105,74.0648
140.9211,69.9532,75.3581,79.6732,117.1327,72.4065,92.2444,47.9178,32.1828,79.2374,113.5212,39.9631,64.7929,47.42,66.485,17.2199,21.0594,36.0167,75.4005,35.2458,69.8934,66.7473,31.6469,17.469,157.549,52.4609,95.378,54.52,74.2954
140.9211,69.4747,75.8618,80.3474,117.7737,71.4287,91.9912,48.4282,32.0313,78.4327,113.0688,40.0035,64.8859,47.7272,65.8669,17.0023,20.936,35.7603,75.3072,35.2329,69.2699,66.3178,31.2232,17.549,159.9272,52.3085,94.592,54.026,74.3527
141.7425,69.852,76.7867,80.0148,118.372,71.7276,92.088,47.8355,32.1349,78.9335,112.781,40.3509,65.1444,48.2153,65.9769,17.1401,20.9483,35.7626,74.7134,35.509,69.2528,67.0515,31.3097,17.7251,158.7113,52.5157,94.7174,54.2901,74.4103
142.4117,68.8489,77.5216,79.9059,119.107,71.663,91.4177,47.9919,31.768,78.0057,112.1312,40.0762,64.6838,48.0301,65.706,17.1645,20.8126,35.5409,74.0009,35.7323,69.2101,67.5347,30.765,17.7251,158.4788,52.5586,96.4567,54.76,73.9579
141.8717,68.3979,77.695,79.3741,120.1155,71.6751,90.874,48.0166,31.5208,78.211,112.0169,39.8661,64.6677,49.9742,65.6128,17.0581,20.7715,35.4623,73.9499,35.0895,69.1632,67.6868,30.6093,17.541,157.8977,52.8015,97.1842,55.65,74.2293
141.6664,68.6188,77.7363,79.3966,120.4232,72.1641,89.643,47.889,31.8239,78.5312,111.5884,39.9954,64.8051,50.496,65.6552,16.923,20.9771,35.4346,73.8735,35.0451,69.5432,66.7026,30.912,17.597,158.2464,52.4085,97.1675,55.81,73.8263
139.826,67.2245,77.6702,78.3016,119.9788,72.5884,88.6323,47.358,31.5048,77.669,110.6755,41.0377,64.393,50.5634,65.4012,16.8838,20.9113,34.6492,73.1821,34.6905,69.1503,65.9197,30.1165,17.7171,157.0752,52.075,96.9501,55.8601,72.9874
139.8426,67.45,77.8849,77.5716,117.7746,72.6248,88.4759,47.3827,31.5687,77.8415,110.8153,42.1487,64.6596,50.2772,65.5197,17.1317,21.3062,34.4875,73.636,34.4171,68.8514,65.9331,29.9435,17.7651,157.0931,52.0083,97.1842,55.65,72.4774
141.0656,68.3335,78.0418,78.4819,119.7736,73.4491,88.6621,47.5227,31.5687,78.1288,113.1346,42.2982,64.8455,50.0247,65.6806,17.5778,21.8903,34.7139,74.0771,34.9343,68.9624,66.2015,30.9984,17.9411,158.2464,52.842,98.1721,57.47,73.6947
142.0619,67.8457,77.8106,78.6442,119.7181,74.5962,88.0217,48.3541,31.5687,78.1617,113.1922,42.0962,64.8535,49.5955,64.6476,17.5784,21.6558,34.3489,73.7293,35.4294,68.9966,64.5552,31.3962,18.1092,156.0113,52.7134,98.8483,58.852,73.8098
142.868,67.8089,77.9345,81.6092,119.4403,74.0349,88.4313,47.7696,31.3294,77.8168,112.6576,41.7892,64.4818,49.7554,64.3766,17.203,20.7715,33.9008,73.3136,35.4663,68.8856,64.6912,31.2578,18.0692,156.0113,52.8921,98.9319,58.85,73.744
